Asset category,Asset Name,Holding,Market Value (£),CU Both,CU Oil and gas,CU Coal,Arms (Sipri top 20)**,Tobacco (est)
Equities,PANTHEON INTL PART ORD GBP0.67,180000,"£2,428,200",No,No,No,No,No
Equities,PANTHEON INTL PART RED SHS GBP0.01,180000,"£2,268,000",No,No,No,No,No
Equities,PARAGON GRP OF COS ORD GBP1,676397,"£2,853,043",No,No,No,No,No
UNLISTED INVESTMENTS,Partners Group Secondary 2008 SCA SICAR,,"£10,852,139",No,No,No,No,No
Equities,PEARSON ORD GBP0.25,272746,"£3,954,817",No,No,No,No,No
Equities,PEPCO HLDGS INC COM,238000,"£4,301,475",No,No,No,No,No
Equities,PEPSICO INC COM,244631,"£15,758,883",No,No,No,No,No
Equities,PERSIMMON ORD GBP0.10,589006,"£9,795,170",No,No,No,No,No
Equities,PERSIMMON ORD GBP0.10(INT CREST ENTITLEMENTS 2015),589006,£0,No,No,No,No,No
Equities,PERUSAHAAN GAS COMSTK,3998400,"£987,763",No,No,No,No,No
Equities,PETRA DIAMONDS ORD GBP0.10,1205647,"£2,197,894",No,No,No,No,No
Equities,PETROFAC ORD USD0.02,565552,"£5,389,711",No,No,No,No,No
Equities,PETROL BRASILEIROS PRF NPV,225129,"£461,683",No,Yes,No,No,No
Equities,PFIZER INC COM,1177482,"£27,602,811",No,No,No,No,No
UNLISTED INVESTMENTS,PG Global Real Estate 2008,,"£13,605,594",No,No,No,No,No
Equities,PG& E CORP COM,251331,"£8,983,242",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP IV Co-Investment,,"£6,601,549",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP IV Non-US Buyout,,"£5,509,934",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP IV Secondary,,"£4,752,814",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP IV US Buyout,,"£21,308,709",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP IV US Venture,,"£11,855,844",No,No,No,No,No
UNLISTED INVESTMENTS,Pinebridge PEP V Asia,,"£12,026,643",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP V US Small-Mid Buyouts,,"£13,472,550",No,No,No,No,No
UNLISTED INVESTMENTS,PineBridge PEP V US Venture,,"£20,208,825",No,No,No,No,No
Equities,PING AN INSURANCE GROUP 'H' CNY1,814500,"£6,606,214",No,No,No,No,No
Equities,PINNACLE W. CAP CORP COM,113100,"£4,856,938",No,No,No,No,No
Equities,PLAINS ALL AMERN PIPELN UNIT LTD PARTNERSHIP INT,117100,"£3,848,642",No,No,No,No,No
Equities,PLAYTECH PLC ORD NPV,1085087,"£8,441,977",No,No,No,No,No
Equities,POLYMETAL INTL PLC SHS,375000,"£2,160,000",No,No,No,No,No
Equities,POLYPIPE GROUP PLC ORD GBP0.001,538710,"£1,480,106",No,No,No,No,No
Equities,POWER ASSETS HLDGS NPV,853500,"£5,854,676",No,No,No,No,No
Equities,POWER FINL CORP COM NPV,227000,"£4,515,565",No,No,No,No,No
Equities,POWSZECHNA KASA OS PLN1,456108,"£2,747,921",No,No,No,No,No
Equities,PPL CORP COM ISIN US69351T1060,271393,"£6,151,818",No,No,No,No,No
Equities,PRAXAIR INC COM,57995,"£4,717,734",No,No,No,No,No
Equities,PROCTER & GAMBLE COM NPV,191676,"£10,582,529",No,No,No,No,No
Equities,PROGRESSIVE CORP OH COM,214900,"£3,936,094",No,No,No,No,No
Equities,PROSEGUR SEGURIDAD EUR0.06,978093,"£3,750,422",No,No,No,No,No
Equities,PROVIDENT FINANCIAL GROUP,195463,"£5,261,864",No,No,No,No,No
Equities,PRUDENTIAL GBP0.05,588586,"£9,841,158",No,No,No,No,No
Equities,PT MEDIA NUSANTARA IDR100,4260000,"£624,410",No,No,No,No,No
Equities,PTT PUBLIC COMPANY THB10(ALIEN MKT),242800,"£1,623,504",Yes,No,No,No,No
Equities,PUB SERVICE ENTERPRISE GROUP INC COM,259950,"£7,337,087",No,No,No,No,No
Equities,PUB STORAGE COM,35000,"£4,648,905",No,No,No,No,No
Equities,QATAR NATIONAL BK QAR10,53890,"£1,915,159",No,No,No,No,No
Equities,QIAGEN N V COM,38600,"£655,251",No,No,No,No,No
Equities,QUALCOMM INC COM,23200,"£1,083,500",No,No,No,No,No
Equities,QUEST DIAGNOSTICS INC COM,60000,"£3,105,692",No,No,No,No,No
Equities,QUINDELL PLC ORD GBP0.15,792472,"£1,069,837",No,No,No,No,No
Equities,RATHBONE BROTHERS ORD GBP0.05,75619,"£1,568,338",No,No,No,No,No
Equities,RAYTHEON CO USD0.01,143900,"£10,591,118",No,No,No,Yes,No
Equities,RECKITT BENCK GRP ORD GBP0.10,257406,"£14,926,974",No,No,No,No,No
Equities,REDROW ORD GBP0.10,154639,"£555,773",No,No,No,No,No
Equities,REED ELSEVIER GBP0.1444,397000,"£4,601,230",No,No,No,No,No
Equities,REINSURANCE GROUP AMER INC COM NEW STK,92400,"£5,799,819",No,No,No,No,No
Equities,RENAULT SA EUR3.81,51649,"£3,166,837",No,No,No,No,No
Equities,RENISHAW ORD GBP0.20,71504,"£1,746,128",No,No,No,No,No
Equities,REPUBLIC SVCS INC COM,170000,"£4,644,796",No,No,No,No,No
Equities,RESTORE GBP GBP0.05,115892,"£278,141",No,No,No,No,No
Equities,REYNOLDS AMERICAN INC COM,556488,"£25,831,989",No,No,No,No,No
Equities,RHEINMETALL AG NPV,72042,"£2,350,902",No,No,No,No,No
Equities,RICHEMONT(CIE FIN) CHF1 (REGD),134668,"£7,312,950",No,No,No,No,No
Equities,RIGHTMOVE ORD GBP0.01,215348,"£6,453,980",No,No,No,No,No
UNLISTED INVESTMENTS,"RII World Timberfund LLC, Inc",,"£13,765,106",No,No,No,No,No
Equities,RIO TINTO ORD GBP0.10,107279,"£2,973,774",No,No,Yes,No,No
Equities,RIOCAN REAL ESTATE TRUST UNITS NPV,59367,"£914,762",No,No,No,No,No
Equities,RITCHIE BROS AUCTIONEERS INC COM,36132,"£607,027",No,No,No,No,No
Equities,ROCHE HLDGS AG GENUSSCHEINE NPV,161381,"£30,006,521",No,No,No,No,No
Equities,ROCKWELL COLLINS INC COM,91700,"£5,962,816",No,No,No,No,No
Equities,ROGERS COMMS INC CLASS'B'COM CAD1.62478,172000,"£3,878,903",No,No,No,No,No
Equities,ROHM CO LTD NPV,18400,"£849,571",No,No,No,No,No
Equities,ROLLS ROYCE HLDGS ORD GBP0.20,134500,"£1,281,113",No,No,No,Yes,No
Equities,ROYAL BK OF CANADA COM NPV,138300,"£5,607,415",No,No,No,No,No
Equities,ROYAL CARIBBEAN CRUISES COM STK,80572,"£4,442,451",No,No,No,No,No
Equities,ROYAL DUTCH SHELL 'A'SHS EUR0.07,565210,"£11,380,127",No,Yes,No,No,No
Equities,ROYAL DUTCH SHELL 'B'ORD EUR0.07,418544,"£8,785,239",No,Yes,No,No,No
UNLISTED INVESTMENTS,RREEF (Pan-European Infrastructure Fund),,"£25,761,657",No,No,No,No,No
Equities,RYANAIR LTD ORD EUR0.00635,299435,"£2,412,220",No,No,No,No,No
Equities,RYDER SYS INC COM,57400,"£3,670,197",No,No,No,No,No
Equities,SABMILLER PLC ORD USD0.10,208737,"£7,385,565",No,No,No,No,No
Equities,SAFRAN SA EUR0.20,52800,"£2,482,969",No,No,No,Yes,No
Equities,SAGE GROUP GBP0.01051948,753425,"£3,516,234",No,No,No,No,No
Equities,SAINSBURY(J) ORD GBP0.28571428,4917433,"£12,731,234",No,No,No,No,No
Equities,SAMSUNG ELECTRONIC GDR,4450,"£1,928,983",No,No,No,No,No
Equities,SAMSUNG ELECTRONIC KRW5000,14816,"£12,954,049",No,No,No,No,No
Equities,SANDS CHINA LTD USD0.01,379500,"£1,060,083",No,No,No,No,No
Equities,SANOFI EUR2,361008,"£24,010,332",No,No,No,No,No
Equities,SAP SE,111923,"£5,464,908",No,No,No,No,No
Equities,SAPUTO INC COM NPV,262000,"£4,849,480",No,No,No,No,No
Equities,SBERBANK OF RUSSIA SPON ADR,682827,"£2,014,673",No,No,No,No,No
Equities,SCANA CORP NEW COM,177890,"£6,589,539",No,No,No,No,No
Equities,SCHIBSTED ASA NOK1,32192,"£1,256,065",No,No,No,No,No
Equities,SCHINDLER-HLDG AG CHF0.10 (PTG CERT),56020,"£6,286,198",No,No,No,No,No
Equities,SCHNEIDER ELECTRIC EUR4.00,322016,"£16,843,791",No,No,No,No,No
Real Estate,SCHRODER UNIT TST UK REAL ESTATE SREF I INC,407151,"£15,512,456",No,No,No,No,No
UNLISTED INVESTMENTS,Scottish Equity Partnership II,,"£8,850,000",No,No,No,No,No
UNLISTED INVESTMENTS,Scottish Equity Partnership III,,"£8,000,000",No,No,No,No,No
UNLISTED INVESTMENTS,Scottish Equity Partnership IV,,"£10,000,000",No,No,No,No,No
Equities,SEATTLE GENETICS INC COM,26800,"£638,001",No,No,No,No,No
Equities,SECOM CO NPV,97200,"£4,381,486",No,No,No,No,No
Equities,SEMPRA ENERGY INC COM STK,67900,"£4,985,127",No,No,No,No,No
Equities,SENSATA TECHNOLOGIES HLDG NV,111000,"£4,295,689",No,No,No,No,No
Equities,SGS SA CHF1 (REGD),2657,"£3,427,448",No,No,No,No,No
Equities,SHANDONG WEIGAO GP 'H'CNY0.1,460000,"£272,577",No,No,No,No,No
Equities,SHAW COMMUNICATION 'B'CNV NPV,1568018,"£23,693,919",No,No,No,No,No
Equities,SHIRE PLC ORD GBP0.05,70000,"£3,752,000",No,No,No,No,No
Equities,SIAM CEMENT PCL-NVDR,460000,"£4,875,622",No,No,No,No,No
Equities,SIEMENS AG NPV(REGD),216720,"£15,804,604",No,No,No,No,No
UNLISTED INVESTMENTS,Silver Lake Partners III,,"£13,472,578",No,No,No,No,No
Equities,SINGAPORE AIRLINES NPV,721000,"£4,227,662",No,No,No,No,No
Equities,SINGAPORE TECHNOLOGIES ENGINEERING,5144100,"£8,765,961",No,No,No,No,No
Equities,SINGAPORE TELECOMMUNICATIONS NEW COM STK,5160700,"£11,075,178",No,No,No,No,No
Equities,SIRONA DENTAL SYS INC COM STK,77667,"£4,706,060",No,No,No,No,No
Equities,SK HYNIX INC,20010,"£553,411",No,No,No,No,No
Equities,SMC CORP NPV,6000,"£1,207,895",No,No,No,No,No
Equities,SMITH & NEPHEW ORD USD0.20,451673,"£5,167,139",No,No,No,No,No
Equities,SMITHS GROUP ORD GBP0.375,203900,"£2,279,602",No,No,No,No,No
Equities,SMUCKER J M CO COM NEW COM NEW,130300,"£10,152,779",No,No,No,No,No
Equities,SNAM NPV,2589543,"£8,464,347",No,No,No,No,No
Equities,SODEXHO EUR4,59744,"£3,923,383",No,No,No,No,No
Equities,SOUTHERN CO COM STK,174030,"£5,189,834",No,No,No,No,No
Equities,SPARK INFR GROUP NPV,4880900,"£4,960,800",No,No,No,No,No
Fixed Income,SPECIALIST INVESTM M&G EUROPEAN LOAN C DIS GBP,158259,"£13,881,236",No,No,No,No,No
Equities,SPECTRA ENERGY CORP COM STK,178500,"£4,347,969",No,No,No,No,No
Equities,SPECTRIS ORD GBP0.05,89796,"£1,938,696",No,No,No,No,No
Equities,SSE PLC ORD GBP0.50,1267962,"£18,994,071",No,No,No,No,No
Equities,SSGA MPF EQUITY INDEX,4649871,"£18,398,145",No,No,No,No,No
Equities,SSGA MPF EUROPE (EX-UK) EQUITY,3699605,"£17,160,617",No,No,No,No,No
Equities,SSGA MPF JAPAN EQUITY INDEX,7977381,"£10,527,750",No,No,No,No,No
Equities,SSGA MPF NORTH AMER EQUITY INDEX FUND,5037607,"£27,568,808",No,No,No,No,No
Equities,SSGA MPF PAC BASIN EX-JAPAN INDEX,1854984,"£7,088,450",No,No,No,No,No
Fixed Income,SSGA MPF UK CONVENTIONAL GILTS OVER 15Y INDX,8238468,"£42,723,872",No,No,No,No,No
UNLISTED INVESTMENTS,Stafford Elm Inc,,"£33,681,375",No,No,No,No,No
Equities,STANDARD CHARTERED PLC SHS,57163,"£624,792",No,No,No,No,No
Equities,STANDARD LIFE EURO ORD GBP0.002,2320000,"£5,121,400",No,No,No,No,No
Real Estate (direct),Standard Life Property,,"£416,894,949",No,No,No,No,No
Equities,STATOIL ASA,914968,"£10,913,477",No,Yes,No,No,No
Equities,STRYKER CORP,72144,"£4,483,668",No,No,No,No,No
Equities,STV GROUP ORD GBP0.50,25000,"£92,500",No,No,No,No,No
Equities,SVENSKA CELLULOSA SER'B'NPV,1220279,"£18,920,308",No,No,No,No,No
Equities,SVENSKA HANDELSBKN SER'A'SEK4.30,46800,"£1,423,111",No,No,No,No,No
Equities,SVG CAPITAL ORD GBP1,513904,"£2,595,215",No,No,No,No,No
Equities,SWEDBANK AG SEK20 SER'A',127500,"£2,051,568",No,No,No,No,No
Equities,SWEDISH MATCH NPV,101219,"£2,004,235",No,No,No,No,No
Equities,SWISS RE AG CHF0.10,51216,"£3,342,425",No,No,No,No,No
Equities,SWISSCOM AG CHF1(REGD),26574,"£10,403,688",No,No,No,No,No
Equities,SYSCO CORP COM,177800,"£4,517,761",No,No,No,No,No
Equities,TAIWAN MOBILE CO TWD10,1147000,"£2,703,907",No,No,No,No,No
Equities,TAIWAN SEMICON MAN TWD10,3050000,"£9,520,990",No,No,No,No,No
Equities,TAIWAN SEMICONDUCTOR MFG CO LTD SPONSORED ADR,167300,"£2,646,146",No,No,No,No,No
Equities,TAKEDA PHARMACEUTICAL CO NPV,123500,"£4,160,864",No,No,No,No,No
Equities,TARGET CORP COM STK,106000,"£5,858,026",No,No,No,No,No
Equities,TATE & LYLE ORD GBP0.25,73291,"£437,914",No,No,No,No,No
Equities,TAYLOR WIMPEY ORD GBP0.01,3550000,"£5,498,950",No,No,No,No,No
Equities,TD AMERITRADE HLDG CORP COM STK,93835,"£2,355,198",No,No,No,No,No
Equities,TE CONNECTIVITY LTD,183200,"£8,839,755",No,No,No,No,No
Equities,TECO ENERGY INC COM,352300,"£4,601,615",No,No,No,No,No
Equities,TELECITY GROUP ORD GBP0.002,314510,"£2,751,963",No,No,No,No,No
Equities,TELENOR ASA ORD NOK6,1329176,"£18,087,151",No,No,No,No,No
Equities,TELFORD HOMES ORD GBP0.10,57852,"£229,528",No,No,No,No,No
Equities,TELIASONERA AB NPV,4608578,"£19,690,775",No,No,No,No,No
Equities,TELIT SHS,205492,"£439,239",No,No,No,No,No
Equities,TELSTRA CORP LTD NPV,2918590,"£9,462,336",No,No,No,No,No
Equities,TELUS CORPORATION COM NPV(NON CANADIAN),406800,"£9,102,655",No,No,No,No,No
Equities,TENAGA NASIONL BHD MYR1,1123800,"£2,931,201",No,No,No,No,No
Equities,TENCENT HLDGS LIMITED COMMON STOCK,413200,"£5,288,229",No,No,No,No,No
Equities,TENET HEALTHCARE CORP COM NEW .,130575,"£4,354,846",No,No,No,No,No
Equities,TERADATA CORP DEL COM STK,50178,"£1,491,650",No,No,No,No,No
Equities,TERADYNE INC COM,78668,"£998,387",No,No,No,No,No
Equities,TERNA SPA ORD EUR0.22,2027516,"£6,011,188",No,No,No,No,No
Equities,TESCO ORD GBP0.05,3851837,"£9,315,668",No,No,No,No,No
Equities,TESLA MTRS INC COM,6265,"£796,662",No,No,No,No,No
Equities,THAI BEVERAGE PLC THB1,5100000,"£1,903,463",No,No,No,No,No
Equities,THERMO FISHER CORP,12246,"£1,107,956",No,No,No,No,No
Equities,THK CO LTD NPV,65800,"£1,130,986",No,No,No,No,No
Equities,THOMSON-REUTERS CP COM NPV,161100,"£4,397,408",No,No,No,No,No
Equities,TOBU RAILWAY CO Y50,1229000,"£3,928,025",No,No,No,No,No
Equities,TOKYO ELECTRON NPV,22800,"£1,073,220",No,No,No,No,No
Equities,TOKYO GAS CO LTD NPV,357000,"£1,516,204",No,No,No,No,No
Equities,TONEN GEN SEKIYU NPV,621000,"£3,613,778",No,No,No,No,No
Equities,TORONTO-DOMINION COM NPV,134000,"£3,863,659",No,No,No,No,No
Equities,TOTAL EUR2.5,470357,"£15,747,011",No,Yes,No,No,No
Equities,TOTAL SYS SVCS INC COM,66987,"£1,721,491",No,No,No,No,No
Equities,TOYOTA MOTOR CORP NPV,117600,"£5,536,879",No,No,No,No,No
Equities,TRANSCANADA CORP COM NPV,135800,"£3,906,892",No,No,No,No,No
Equities,TRAVELERS COS INC COM STK,66100,"£4,814,680",No,No,No,No,No
Equities,TRAVIS PERKINS ORD GBP0.10,163028,"£3,177,416",No,No,No,No,No
Equities,TRIPADVISOR INC COM COM STK,14690,"£823,016",No,No,No,No,No
Equities,TSINGTAO BREWERY 'H'CNY1,118000,"£531,079",No,No,No,No,No
Equities,TULLOW OIL ORD GBP0.10,33506,"£94,855",No,Yes,No,No,No
Equities,TUPPERWARE BRANDS CORPORATION,15272,"£710,053",No,No,No,No,No
Equities,TUPRAS(T PETR RAF) TRY1,127661,"£2,041,845",No,No,No,No,No
Equities,TURK TELEKOMUNIKAS TRY1,886423,"£1,584,498",No,No,No,No,No
Equities,TWITTER INC COM,11465,"£386,775",No,No,No,No,No
Equities,UGI CORP NEW COM,208048,"£4,564,583",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% I/L GILT 22/3/68 GBP,8617325,"£15,018,274",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% IDX LKD GIL 3/44 GBP,15094991,"£21,096,954",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% IDX/LKD 03/2058 GBP,7087838,"£10,796,905",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.25% IDX LKD GILT 22/3/52,11309203,"£17,832,535",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.375% IDX-LKD GILT 22/3/62,11158462,"£21,145,463",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.5% IDX/LKD 22/3/50 GBP,11670975,"£21,911,507",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.625% IDX/LKD 22/03/40 GBP,12341228,"£20,691,456",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.625% IDX/LKD 22/11/42 GBP,11445389,"£20,384,258",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.75% I/L STK 22/11/2047,10473824,"£20,900,073",No,No,No,No,No
Fixed Income,UK(GOVT OF) 0.75% IDX-LKD 22/3/34 GBP,11498783,"£16,897,761",No,No,No,No,No
Fixed Income,UK(GOVT OF) 1.125% I/L STK 22/11/37 GBP,24836216,"£47,281,482",No,No,No,No,No
Fixed Income,UK(GOVT OF) 1.25% IDX-LKD 22/11/27 GBP,32902680,"£56,282,956",No,No,No,No,No
Fixed Income,UK(GOVT OF) 1.25% IDX-LKD GILT 2055 GBP,9004278,"£24,691,107",No,No,No,No,No
Fixed Income,UK(GOVT OF) 1.875% I/L STK 22/11/22 GBP,5274000,"£8,118,912",No,No,No,No,No
Fixed Income,UK(GOVT OF) 2.5% I/L GILT 17/07/24 GBP,27600,"£95,605",No,No,No,No,No
Fixed Income,UK(GOVT OF) 2% I/L STK 26/01/35 GBP0.01,8388874,"£19,839,687",No,No,No,No,No
Fixed Income,UK(GOVT OF) 4.125% I/L STK 22/07/30 GBP,4413122,"£15,088,905",No,No,No,No,No
Fixed Income,UK(GOVT OF)1.25% I/L STK 22/11/2032,31237612,"£52,079,427",No,No,No,No,No
Equities,ULTRA PETE CORP COM NPV,88015,"£926,692",No,No,No,No,No
Equities,UNILEVER NV CVA EUR0.16,814595,"£22,934,161",No,No,No,No,No
Equities,UNILEVER PLC ORD GBP0.031111,330023,"£9,286,847",No,No,No,No,No
Equities,UNION PAC CORP COM,103358,"£7,536,883",No,No,No,No,No
Equities,UNITED PARCEL SVC INC CL B,58600,"£3,825,481",No,No,No,No,No
Equities,UNITED TECHNOLOGIES CORP COM,172089,"£13,602,508",No,No,No,Yes,No
Equities,UNITED UTILITIES GROUP ORD GBP0.05,558332,"£5,206,446",No,No,No,No,No
Equities,UNITEDHEALTH GROUP INC COM,53440,"£4,260,081",No,No,No,No,No
Equities,UTD O/S BANK NPV,360000,"£4,064,453",No,No,No,No,No
Fixed Income,UTD STATES TREAS 1.25% DUE 10-31-2019,102130000,"£68,625,581",No,No,No,No,No
Fixed Income,UTD STATES TREAS 1% DUE 11-30-2019,86000000,"£57,053,947",No,No,No,No,No
Equities,VERIZON COMMUNICATIONS COM,1052071,"£34,464,273",No,No,No,No,No
Equities,VESUVIUS PLC ORD GBP0.10,270436,"£1,327,300",No,No,No,No,No
Equities,VIACOM INC NEW CL B,119500,"£5,498,046",No,No,No,No,No
Equities,VICTREX ORD GBP0.01,162901,"£3,054,394",No,No,No,No,No
Equities,VINCI EUR2.50,599268,"£23,078,184",No,No,No,No,No
Equities,VISA INC COM CL A STK,32388,"£1,428,606",No,No,No,No,No
Equities,VISTA OUTDOOR INC COM,93600,"£2,696,714",No,No,No,No,No
Equities,VODAFONE GROUP ORD USD0.2095238,4577395,"£10,088,579",No,No,No,No,No
Equities,VOLVO AB SER'B'NPV,91737,"£747,373",No,No,No,No,No
Equities,WAL-MART STORES INC COM,238310,"£13,203,771",No,No,No,No,No
Equities,WASTE MGMT INC DEL COM STK,838817,"£30,642,672",No,No,No,No,No
Equities,WATERS CORP COM,16886,"£1,413,669",No,No,No,No,No
Equities,WEIR GROUP ORD GBP0.125,72006,"£1,224,102",No,No,No,No,No
Equities,WESFARMERS LTD NPV,0,£0,No,No,No,No,No
Equities,WEST JAPAN RAILWAY NPV,137100,"£4,853,175",No,No,No,No,No
Equities,WESTAR ENERGY INC COM,31755,"£828,475",No,No,No,No,No
Equities,WILLIS GROUP HOLDINGS COM USD0.000115 (NEW),254000,"£8,243,665",No,No,No,No,No
Equities,WIS ENERGY COM,144000,"£4,801,617",No,No,No,No,No
Equities,WM MORRISON SUPERMARKETS ORD GBP0.10,1966309,"£3,802,842",No,No,No,No,No
Equities,WOLSELEY ORD GBP0.108030303,39875,"£1,591,810",No,No,No,No,No
Equities,WOLTERS KLUWER EUR0.12,346906,"£7,615,932",No,No,No,No,No
Equities,WOOD GROUP (JOHN) ORD GBP0.0428571,220000,"£1,397,000",No,No,No,No,No
Equities,WOOLWORTHS HLDGS NPV,198527,"£950,330",No,No,No,No,No
Equities,WOOLWORTHS LTD NPV,581815,"£8,826,675",No,No,No,No,No
Equities,WPP PLC ORD GBP0.10,90795,"£1,390,071",No,No,No,No,No
Equities,XCEL ENERGY INC COM,294297,"£6,896,997",No,No,No,No,No
Equities,XEROX CORP COM,466200,"£4,041,761",No,No,No,No,No
Equities,XILINX INC COM,34651,"£986,894",No,No,No,No,No
Equities,YAHOO JAPAN CORP NPV,783500,"£2,178,484",No,No,No,No,No
Equities,YARA INTERNATIONAL NOK1.7,70107,"£2,402,584",No,No,No,No,No
Equities,YUM BRANDS INC COM,57137,"£3,029,858",No,No,No,No,No
Equities,ZILLOW GROUP INC COM USD0.0001,8011,"£541,046",No,No,No,No,No
Equities,ZIMMER HLDGS INC COM,27957,"£2,209,818",No,No,No,No,No
Equities,ZOOPLA PROPERTY GR ORD GBP0.001,560000,"£1,011,360",No,No,No,No,No
Equities,ZURICH INSURANCE GROUP AG CHF0.10,13614,"£3,109,166",No,No,No,No,No
