asset_category,asset_name,holding,market_value,coal,oil_gas,arms,tobacco
Equities,PETROFAC ORD USD0.02,251552,2315536,No,No,No,No
Equities,PFIZER INC COM,1246882,25695852,No,No,No,No
Equities,PG& E CORP COM,251331,10444585,No,No,No,No
Equities,PINNACLE W. CAP CORP COM,113100,5906412,No,No,No,No
Equities,PLAYTECH PLC ORD NPV,1177087,10175917,No,No,No,No
Equities,POLYPIPE GROUP PLC ORD GBP0.001,225000,714600,No,No,No,No
Equities,POTASH CORP SASK INC COM,889958,10538570,No,No,No,No
Equities,POWER ASSETS HLDGS NPV,739500,5253483,No,No,No,No
Equities,POWER FINL CORP COM NPV,227000,3962265,No,No,No,No
Equities,PPL CORP COM ISIN US69351T1060,293257,7763466,No,No,No,No
Equities,PRAXAIR INC COM,86942,6921849,No,No,No,No
Equities,PROCTER & GAMBLE COM NPV,316138,18104307,No,No,No,No
Equities,PROGRESSIVE CORP OH COM,214900,5252513,No,No,No,No
Equities,PROXIMUS,102768,2446397,No,No,No,No
Equities,PRUDENTIAL GBP0.05,645179,8393779,No,No,No,No
Equities,PUB SERVICE ENTERPRISE GROUP INC COM,233354,7650206,No,No,No,No
Equities,PUB STORAGE COM,35000,6712413,No,No,No,No
Equities,PUBLIC BK BHD MYR1,1498000,5011476,No,No,No,No
Equities,PUBLICIS GROUPE SA EUR0.40,34831,1704149,No,No,No,No
Equities,QIAGEN N V COM,38600,599693,No,No,No,No
Equities,QUALCOMM INC COM,21172,753313,No,No,No,No
Equities,QUEST DIAGNOSTICS INC COM,81000,4026049,No,No,No,No
Equities,RANDGOLD RESOURCES ORD USD0.05,92000,5855800,No,No,No,No
Equities,RATHBONE BROTHERS ORD GBP0.05,75619,1591780,No,No,No,No
Equities,RAYTHEON CO USD0.01,67400,5749610,No,No,Yes,No
Equities,RECKITT BENCK GRP ORD GBP0.10,74819,5035319,No,No,No,No
Equities,REDCENTRIC PLC ORD GBP0.001,220000,422400,No,No,No,No
Equities,REDROW ORD GBP0.10,154639,619948,No,No,No,No
Equities,REINSURANCE GROUP AMER INC COM NEW STK,70000,4685174,No,No,No,No
Equities,RELX PLC,1459635,18873081,No,No,No,No
Equities,RENAULT SA EUR3.81,51649,3575295,No,No,No,No
Equities,RENEW HOLDINGS ORD GBP0.10,89000,353330,No,No,No,No
Equities,RENISHAW ORD GBP0.20,47388,869570,No,No,No,No
Equities,REPUBLIC SVCS INC COM,170000,5638281,No,No,No,No
Equities,RESTORE GBP GBP0.05,122000,368440,No,No,No,No
Equities,REYNOLDS AMERICAN INC COM,1187776,41575882,No,No,No,No
Equities,RHEINMETALL AG NPV,49342,2738816,No,No,No,No
Equities,RICHEMONT(CIE FIN) CHF1 (REGD),113050,5215429,No,No,No,No
Equities,RIGHTMOVE ORD GBP0.01,181348,7631124,No,No,No,No
Equities,RIO TINTO ORD GBP0.10,107279,2097304,Yes,No,No,No
Equities,RIOCAN REAL ESTATE TRUST UNITS NPV,62455,892274,No,No,No,No
Equities,RITCHIE BROS AUCTIONEERS INC COM,37362,703153,No,No,No,No
Equities,ROCHE HLDGS AG GENUSSCHEINE NPV,170861,29382380,No,No,No,No
Equities,ROCKWELL COLLINS INC COM,242234,15530414,No,No,No,No
Equities,ROGERS COMMS INC CLASS'B'COM CAD1.62478,669917,18723761,No,No,No,No
Equities,ROHM CO LTD NPV,17400,510005,No,No,No,No
Equities,ROLLS ROYCE HLDGS ORD GBP0.20,126598,862765,No,No,Yes,No
Equities,ROYAL BK OF CANADA COM NPV,151100,6073014,No,No,No,No
Equities,ROYAL CARIBBEAN CRUISES COM STK,65358,3735588,No,No,No,No
Equities,ROYAL DUTCH SHELL 'A'SHS EUR0.07,613483,10379655,No,Yes,No,No
Equities,RYANAIR LTD ORD EUR0.006,208449,2331915,No,No,No,No
Equities,RYDER SYS INC COM,57400,2586654,No,No,No,No
Equities,SAFECHARGE INTL G. ORD USD0.0001,200000,510000,No,No,No,No
Equities,SAFESTYLE UK PLC ORD GBP0.01,140000,392000,No,No,No,No
Equities,SAFRAN SA EUR0.20,52800,2573675,No,No,Yes,No
Equities,SAGE GROUP GBP0.01051948,753425,4735276,No,No,No,No
Equities,SAINSBURY(J) ORD GBP0.28571428,4362668,12045326,No,No,No,No
Equities,SALLY BEAUTY HLDGS INC COM STK,29407,662287,No,No,No,No
Equities,SAMSUNG ELECTRONIC GDR,3915,1551237,No,No,No,No
Equities,SAMSUNG ELECTRONIC KRW5000,5535,4414675,No,No,No,No
Equities,SANDS CHINA LTD USD0.01,201200,568490,No,No,No,No
Equities,SANOFI EUR2,326771,18358223,No,No,No,No
Equities,SAP SE,70330,3965129,No,No,No,No
Equities,SBERBANK OF RUSSIA SPON ADR,113868,551396,No,No,No,No
Equities,SCANA CORP NEW COM,127100,6203344,No,No,No,No
Equities,SCHIBSTED ASA A-AKSJER,32192,655036,No,No,No,No
Equities,SCHIBSTED ASA SER'B'NOK0.5,32192,620375,No,No,No,No
Equities,SCHINDLER-HLDG AG CHF0.10 (PTG CERT),56020,7211948,No,No,No,No
Equities,SCHNEIDER ELECTRIC EUR4.00,349519,15390851,No,No,No,No
Equities,SCRIPPS NETWORKS INTERACTIVE INC CL A COM STK,26219,1194658,No,No,No,No
Equities,SEATTLE GENETICS INC COM,33141,808868,No,No,No,No
Equities,SECOM CO NPV,97200,5033126,No,No,No,No
Equities,SEMPRA ENERGY INC COM STK,67900,4915463,No,No,No,No
Equities,SES FDR EACH REP 1 'A' NPV,227000,4629853,No,No,No,No
Equities,SGS SA CHF1 (REGD),2657,3918622,No,No,No,No
Equities,SHAW COMMUNICATION 'B'CNV NPV,2335496,31482060,No,No,No,No
Equities,SHIRE PLC ORD GBP0.05,83000,3285140,No,No,No,No
Equities,SIEMENS AG NPV(REGD),235230,17387389,No,No,No,No
Equities,SILGAN HLDGS INC COM,366258,13548973,No,No,No,No
Equities,SIME DARBY BHD MYR0.50,3395000,4794971,No,No,No,No
Equities,SINGAPORE AIRLINES NPV,721000,4242999,No,No,No,No
Equities,SINGAPORE TECHNOLOGIES ENGINEERING,10231528,17021991,No,No,No,No
Equities,SINGAPORE TELECOMMUNICATIONS NEW COM STK,10117513,19916487,No,No,No,No
Equities,SK HYNIX INC,20010,342083,No,No,No,No
Equities,SKY PLC,1705668,17448984,No,No,No,No
Equities,SMC CORP NPV,6000,969202,No,No,No,No
Equities,SMITH & NEPHEW ORD USD0.20,451673,5180689,No,No,No,No
Equities,SMITHS GROUP ORD GBP0.375,203900,2191925,No,No,No,No
Equities,SMUCKER J M CO COM NEW,56900,5140517,No,No,No,No
Equities,SNAM NPV,1316466,5730176,No,No,No,No
Equities,SODEXHO EUR4,59744,4487595,No,No,No,No
Equities,SONOCO PROD CO COM,403626,13625503,No,No,No,No
Equities,SOUTHERN CO COM STK,201215,7239149,No,No,No,No
Equities,SPECTRA ENERGY CORP COM STK,178500,3800251,No,No,No,No
Equities,SPECTRIS ORD GBP0.05,89796,1654940,No,No,No,No
Equities,SSE PLC ORD GBP0.50,1272997,18980385,No,No,No,No
Equities,SSGA MPF EQUITY INDEX,2639786,10059961,No,No,No,No
Equities,SSGA MPF EUROPE (EX-UK) EQUITY,2027422,8993642,No,No,No,No
Equities,SSGA MPF JAPAN EQUITY INDEX,3785245,4833758,No,No,No,No
Equities,SSGA MPF NORTH AMER EQUITY INDEX FUND,2424508,13751810,No,No,No,No
Equities,SSGA MPF PAC BASIN EX-JAPAN INDEX,1001108,3617103,No,No,No,No
Equities,ST JUDE MED INC COM,48723,1864105,No,No,No,No
Equities,STAFFLINE GROUP ORD GBP0.10,25000,324500,No,No,No,No
Equities,STANDARD LIFE EURO ORD GBP0.002,2320000,4732800,No,No,No,No
Equities,STAPLES INC COM,61946,475381,No,No,No,No
Equities,STATOIL ASA,981687,10751411,No,Yes,No,No
Equities,STERICYCLE INC COM,8799,772338,No,No,No,No
Equities,STRYKER CORP,72144,5383319,No,No,No,No
Equities,STV GROUP ORD GBP0.50,25000,103250,No,No,No,No
Equities,SUN HUNG KAI PROP NPV,173000,1471863,No,No,No,No
Equities,SUPERGROUP PLC ORD GBP0.05,210000,2979900,No,No,No,No
Equities,SVENSKA CELLULOSA SER'B'NPV,1324500,28748109,No,No,No,No
Equities,SVENSKA HANDELSBANKEN SER'A'NPV (P/S),137396,1216921,No,No,No,No
Equities,SVG CAPITAL ORD GBP1,513904,2574659,No,No,No,No
Equities,SWEDBANK AG SEK20 SER'A',127500,1907287,No,No,No,No
Equities,SWIRE PACIFIC 'A' NPV,583000,4353482,No,No,No,No
Equities,SWISS RE AG CHF0.10,51216,3306046,No,No,No,No
Equities,SWISSCOM AG CHF1(REGD),48037,18200192,No,No,No,No
Equities,SYSCO CORP COM,177800,5780696,No,No,No,No
Equities,TAIWAN SEMICONDUCTOR MFG CO LTD SPONSORED ADR,161444,2942902,No,No,No,No
Equities,TAKEDA PHARMACEUTICAL CO NPV,123500,3925663,No,No,No,No
Equities,TARGET CORP COM STK,106000,6074000,No,No,No,No
Equities,TAYLOR WIMPEY ORD GBP0.01,3550000,6752100,No,No,No,No
Equities,TD AMERITRADE HLDG CORP COM STK,87294,1914966,No,No,No,No
Equities,TE CONNECTIVITY LTD,187600,8079344,No,No,No,No
Equities,TELEKOM MALAYSIA MYR0.7,4153000,4880545,No,No,No,No
Equities,TELENOR ASA ORD NOK6,1429421,16099863,No,No,No,No
Equities,TELIA COMPANY AB NPV,7866378,28368694,No,No,No,No
Equities,TELIT SHS,390000,849225,No,No,No,No
Equities,TELSTRA CORP LTD NPV,6562146,18684334,No,No,No,No
Equities,TELUS CORPORATION COM NPV(NON CANADIAN),170300,3870297,No,No,No,No
Equities,TENET HEALTHCARE CORP COM NEW .,192975,3882862,No,No,No,No
Equities,TERADYNE INC COM,78668,1181142,No,No,No,No
Equities,TERNA SPA ORD EUR0.22,2027516,8061599,No,No,No,No
Equities,TESLA MTRS INC COM,6265,1001188,No,No,No,No
Equities,THERMO FISHER CORP,5598,551270,No,No,No,No
Equities,THK CO LTD NPV,58000,744274,No,No,No,No
Equities,THOMSON-REUTERS CP COM NPV,161100,4555504,No,No,No,No
Equities,TOBU RAILWAY CO Y50,1229000,4260352,No,No,No,No
Equities,TOKYO GAS CO LTD NPV,1745000,5658047,No,No,No,No
Equities,TONEN GEN SEKIYU NPV,621000,3913317,No,No,No,No
Equities,TORCHMARK CORP COM,106000,3993530,No,No,No,No
Equities,TORONTO-DOMINION COM NPV,134000,4037856,No,No,No,No
Equities,TOTAL EUR2.5,505149,16044139,No,Yes,No,No
Equities,TOTAL SYS SVCS INC COM,67664,2239461,No,Yes,No,No
Equities,TOYOTA MOTOR CORP NPV,159900,5889400,No,No,No,No
Equities,TRANSCANADA CORP COM NPV,135800,3729783,No,No,No,No
Equities,TRAVELERS COS INC COM STK,66100,5367837,No,No,No,No
Equities,TRIPADVISOR INC COM COM STK,15400,712517,No,No,No,No
Equities,TSINGTAO BREWERY 'H'CNY1,118000,310652,No,No,No,No
Equities,TUPPERWARE BRANDS CORPORATION,2783,112207,No,No,No,No
Equities,UGI CORP NEW COM,676518,18973382,No,No,No,No
Equities,UNILEVER NV CVA EUR0.16,862959,26946787,No,No,No,No
Equities,UNION PAC CORP COM,92579,5122666,No,No,No,No
Equities,UNITED PARCEL SVC INC CL B,247198,18137830,No,No,No,No
Equities,UNITED TECHNOLOGIES CORP COM,104989,7311904,No,No,Yes,No
Equities,UNITED UTILITIES GROUP ORD GBP0.05,558332,5150613,No,No,No,No
Equities,UNITEDHEALTH GROUP INC COM,62088,5567315,No,No,No,No
Equities,UPM-KYMMENE CORP NPV,1469669,18538547,No,No,No,No
Equities,USG CORP COM NEW,200500,3456752,No,No,No,No
Equities,UTD O/S BANK NPV,360000,3507989,No,No,No,No
Equities,UTILITYWISE PLC ORD GBP0.001,109783,196512,No,No,No,No
Equities,VALSPAR CORP COM,156404,11635901,No,No,No,No
Equities,VECTURA GROUP ORD GBP0.00025,570000,926820,No,No,No,No
Equities,VERIZON COMMUNICATIONS COM,1314912,49465871,No,No,No,No
Equities,VERTU MOTORS PLC ORD GBP0.10,750000,478125,No,No,No,No
Equities,VESUVIUS PLC ORD GBP0.10,270436,894602,No,No,No,No
Equities,VIACOM INC NEW CL B,34404,988101,No,No,No,No
Equities,VICTREX ORD GBP0.01,67901,1119008,No,No,No,No
Equities,VINCI EUR2.50,840096,43607103,No,No,No,No
Equities,VIRGIN MONEY HLDGS (UK) PLC ORD GBP0.0001 WI,428000,1578892,No,No,No,No
Equities,VISA INC COM CL A STK,32391,1724005,No,No,No,No
Equities,VODAFONE GROUP ORD USD0.2095238,4893447,10821858,No,No,No,No
Equities,VOLVO AB SER'B'NPV,83758,640490,No,No,No,No
Equities,WABTEC CORP COM,8742,482321,No,No,No,No
Equities,WAL-MART STORES INC COM,377445,17985953,No,No,No,No
Equities,WASTE MGMT INC DEL COM STK,733317,30091866,No,No,No,No
Equities,WATERS CORP COM,15418,1414148,No,No,No,No
Equities,WEC ENERGY GROUP INC COM,144000,6016281,No,No,No,No
Equities,WEIR GROUP ORD GBP0.125,72006,797106,No,No,No,No
Equities,WELLS FARGO & CO NEW COM STK,117000,3935817,No,No,No,No
Equities,WEST JAPAN RAILWAY NPV,163500,7020937,No,No,No,No
Equities,WESTAR ENERGY INC COM,154000,5314409,No,No,No,No
Equities,WESTPAC BKG CORP NPV,59187,960452,No,No,No,No
Equities,WM MORRISON SUPERMARKETS ORD GBP0.10,580475,1152823,No,No,No,No
Equities,WOLSELEY ORD GBP0.108030303,39875,1570676,No,No,No,No
Equities,WOLTERS KLUWER EUR0.12,134390,3737770,No,No,No,No
Equities,WOOLWORTHS LTD NPV,196195,2320600,No,No,No,No
Equities,WPP PLC ORD GBP0.10,971318,15793631,No,No,No,No
Equities,XCEL ENERGY INC COM,294297,8560884,No,No,No,No
Equities,XEROX CORP COM,466200,3616594,No,No,No,No
Equities,XILINX INC COM,16309,538187,No,No,No,No
Equities,XL GROUP PLC ORD USD0.01,171000,4375830,No,No,No,No
Equities,YAHOO JAPAN CORP NPV,574400,1699605,No,No,No,No
Equities,YANDEX N.V. COM USD0.01 CL 'A,73162,779316,No,No,No,No
Equities,YARA INTERNATIONAL NOK1.7,70107,1835786,No,No,No,No
Equities,ZILLOW GROUP INC COM USD0.0001,8011,142295,No,No,No,No
Equities,ZILLOW GROUP INC COM USD0.0001 CLASS C,16022,264525,No,No,No,No
Equities,ZIMMER BIOMET HLDGS INC COM,47928,3554669,No,No,No,No
Equities,ZOOPLA PROPERTY GR ORD GBP0.001,800000,1991200,No,No,No,No
Equities,ZURICH INSURANCE GROUP AG CHF0.10,13614,2208616,No,No,No,No
Fixed Income,BAILLIE GIFFORD & CO ACTV IDX LKD GLT PLS C ACC,13592332,28326420,No,No,No,No
Fixed Income,BAILLIE GIFFORD INV GRADE BD C GROSS ACC,14464012,27221271,No,No,No,No
Fixed Income,SPECIALIST INVESTM M&G EUROPEAN LOAN C DIS GBP,158259,13747984,No,No,No,No
Fixed Income,SSGA MPF UK CONVENTIONAL GILTS OVER 15Y INDX,3663319,19777162,No,No,No,No
Fixed Income,UK(GOVERNMENT OF) 0.125% I/L 22/03/58,22449629,35946042,No,No,No,No
Fixed Income,UK(GOVERNMENT OF) 0.25% I/L 22/03/52,11765146,19082287,No,No,No,No
Fixed Income,UK(GOVERNMENT OF) 0.75% I/L 22/3/34 GBP,4126581,6101614,No,No,No,No
Fixed Income,UK(GOVERNMENT OF) 1.25% I/L 22/11/27,15485340,26386136,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% I/L 22/03/29,5631176,7044639,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% I/L GILT 22/3/68 GBP,19986593,38029043,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% IDX LKD GIL 3/44 GBP,36094991,50771830,No,No,No,No
Fixed Income,UK(GOVT OF) 0.375% IDX-LKD GILT 22/3/62,10379746,20882594,No,No,No,No
Fixed Income,UK(GOVT OF) 0.5% IDX/LKD 22/3/50 GBP,13781923,26347491,No,No,No,No
Fixed Income,UK(GOVT OF) 0.625% IDX/LKD 22/03/40 GBP,12341228,20918212,No,No,No,No
Fixed Income,UK(GOVT OF) 0.625% IDX/LKD 22/11/42 GBP,11445389,20520933,No,No,No,No
Fixed Income,UK(GOVT OF) 0.75% I/L STK 22/11/47,10473824,20871806,No,No,No,No
Fixed Income,UK(GOVT OF) 1.125% I/L STK 22/11/37 GBP,21855280,41844109,No,No,No,No
Fixed Income,UK(GOVT OF) 1.25% IDX-LKD GILT 2055 GBP,15654278,43839781,No,No,No,No
Fixed Income,UK(GOVT OF) 2% I/L STK 26/01/35 GBP0.01,8388874,19774757,No,No,No,No
Fixed Income,UK(GOVT OF)1.25% I/L STK 22/11/2032,24666039,41069858,No,No,No,No
Fixed Income,UNITED STATES TREAS NTS DTD 05/31/2014 .375% DUE 05-31-2016 REG,191700000,133395894,No,No,No,No
Fixed Income,SPAIN(KINGDOM OF) BDS 5.15% 31/10/44,9550000,11486768,No,No,No,No
Fixed Income,ITALY(REP OF) 3.25% BDS 01/09/46 EUR1000,10550000,9979081,No,No,No,No
Fixed Income,UK(GOVT OF) 0.125% IDX LKD 22/03/24 GBP,4830000,5696544,No,No,No,No
Fixed Income,UNITED KINGDOM(GOVERNMENT OF) 1.25% IDX/LKD STK 22/11/17,9600000,13450327,No,No,No,No
Real Estate,SCHRODER UNIT TST UK REAL ESTATE SREF I INC,187080,7788124,No,No,No,No
Commodities,ETFS METAL SECURIT ETFS PHYSICAL GOLD (USD),205000,17019865,No,No,No,No
Real Estate,Standard Life Property,-,459943566,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",3i India Infrastructure C,-,20872470,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Actis Emerging Markets 3,-,10436235,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Actis IV,-,13914980,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Alinda Fund I,-,9484287,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Alinda Fund II,-,13159285,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Ancala Renewables II L.P.,-,13875000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","Ancala Renewables, L.P.",-,23049108,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Arcus European Infrastructure Fund 1 L.P.,-,15343626,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Astorg IV,-,7928408,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Carlyle Europe Real Estate Master Co-Investment III LP,-,25000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Carlyle Infrastructure Partners,-,20872470,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","Cobalt Project Investments, L.P.",-,15000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Crimson Project Investments L.P.,-,9510000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","CVC Capital Partners Asia Pacific III, L.P.",-,13914980,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Dalmore Capital Fund,-,25000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Dalmore Infrastructure Investment L.P.,-,22500000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",DeAWM PEIF II,-,12685452,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",EISER GIF (Global Infrastructure Fund),-,12636296,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",European Clean Energy Fund LP,-,11892611,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",European Property Growth Fund,-,23785223,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",European Strategic Partners 2008 'A',-,11892611,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",European Strategic Partners II 'D',-,17125360,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","European Strategic Partners, 2000 'C'",-,14429702,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",FIM Wind Energy L.P.,-,9112500,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","GFP New Zealand Properties III, LLC",-,5734735,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","Global Rights Fund II, L.P.",-,4174494,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",GMO Forestry Fund 9,-,17393725,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",GS Vintage IV,-,24351215,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",GS Vintage V,-,12175607,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",GTI 7 Institutional Investors Co. Ltd,-,16971221,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Hg RPP2 (Hg Capital Renewable Power Partners 2),-,11892611,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Highstar Capital III Prism Fund,-,5546583,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Infracapital Partners,-,2898728,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",KKR 2006 Fund (Overseas) LTD,-,31308705,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","KKR Atlanta Co-Invest, L.P.",-,10161668,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","KKR European Infrastructure Investors II, L.P.",-,19821019,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",KKR European Infrastructure Ltd,-,19821019,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","KKR Selena Co-Invest, L.P.",-,20100000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","Macquarie European Infrastructure Fund IV, L.P.",-,11892611,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Macquarie Infrastructure Partners,-,41672696,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",MEIF Macquarie European Infrastructure Fund,-,35664601,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",MEIF2 Macquarie European Infrastructure Fund II,-,33336309,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",NIBC Infrastructure Partners I BV,-,9253722,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",NZ One Investors Co. Ltd,-,3749876,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Pantheon Asia Fund IV Ltd.,-,16697976,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Partners Group PMCS S.A - Compartment 2015 VI,-,27000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Partners Group Secondary 2008 SCA SICAR,-,11892611,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Permira Credit Solutions II Senior (Feeder) L.P.,-,24000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PG Global Real Estate 2008,-,14910060,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP IV Co-Investment,-,6818340,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP IV Non-US Buyout,-,5690877,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP IV Secondary,-,4908893,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP IV US Buyout,-,22008474,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP IV US Venture,-,12245182,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP V US Small-Mid Buyouts,-,13914980,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",PineBridge PEP V US Venture,-,20872470,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Pinebridge PEP V Asia,-,12421590,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate","RII World Timberfund LLC, Inc",-,20799024,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",RREEF Pan-European Infrastructure Fund,-,28231612,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Scottish Equity Partnership II,-,8850000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Scottish Equity Partnership III,-,8000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Scottish Equity Partnership IV,-,10000000,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Silver Lake Partners III,-,13915009,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Stafford Elm Inc,-,34787449,No,No,No,No
"Private Equity, Private Debt,Infrastructure, Timber and RealEstate",Stafford Shiloh LP,-,17393725,No,No,No,No
